,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date,recipient_duns,recipient_name
257,2009,184955.3,184955.3,184955.3,2009-07-16,116207978,APPTIS INCORPORATED
258,2009,350000.0,350000.0,1539047.51,2009-09-30,109396627,AEON NEXUS CORPORATION
259,2009,73750.0,73750.0,0.0,2009-04-29,097220180,"GARTNER, INC."
260,2009,363028.76,363028.76,363028.76,2009-01-08,088365767,CARAHSOFT TECHNOLOGY CORPORATION
261,2009,918894.19,918894.19,918894.19,2009-08-31,621599893,A T & T CORP
262,2009,514850.0,514850.0,514850.0,2009-07-23,150780674,UNISYS CORPORATION
263,2009,8422.0,8422.0,8422.0,2009-03-30,603939310,"TECHNOLOGY CONSULTING LABS, INC."
264,2009,89993.64,89993.64,89993.64,2009-08-28,116207978,"APPTIS, INC."
265,2009,99852.57,99852.57,99852.57,2009-07-27,831063904,LORAL FEDERAL SYSTEMS COMPANY
266,2009,98700.0,98700.0,98700.0,2009-05-21,087991126,LOGAPPS LLC
267,2009,367221.0,367221.0,367221.0,2009-05-01,150780674,UNISYS CORPORATION
268,2009,12708.0,12708.0,12708.0,2009-09-16,088365767,CARAHSOFT TECHNOLOGY CORPORATION
269,2009,318320.71,318320.71,318320.71,2009-02-11,926338492,PARADIGM SOLUTIONS CORPORATION
270,2009,3260.88,3260.88,3260.88,2009-04-30,116207978,"APPTIS, INC."
271,2009,7257.3,7257.3,7257.3,2009-06-04,835705906,GEONORTH LLC
272,2009,68161.04,68161.04,68161.04,2008-11-06,805258373,"LOCKHEED MARTIN SERVICES, INC"
273,2009,52833.75,52833.75,52833.75,2009-02-19,107939357,GTSI CORPORATION
274,2009,40192.55,40192.55,40192.55,2009-08-13,809198922,QUANTA SYSTEMS CORPORATION
275,2009,120000.0,120000.0,0.0,2009-09-24,097220180,"GARTNER, INC."
276,2009,3500000.0,50000.0,3500000.0,2009-07-01,611509055,TISTA SCIENCE AND TECHNOLOGY CORPORATION
277,2009,30851.08,30851.08,163690.97,2009-07-28,610320215,GENERAL DYNAMICS ONE SOURCE LLC
278,2009,1224441.44,1224441.44,1224441.44,2009-02-24,107939357,GTSI CORPORATION
279,2009,1400.16,1400.16,1400.16,2009-01-07,107939357,GTSI CORPORATION
280,2009,67040.0,67040.0,67040.0,2009-09-17,116207978,"APPTIS, INC."
281,2009,12919.92,12919.92,12919.92,2009-04-28,612719344,COACT INC
282,2009,154275.0,154275.0,154275.0,2009-08-31,107939357,GTSI CORPORATION
283,2009,278456.39,278456.39,278456.39,2009-09-17,106765928,FORRESTER RESEARCH INCORPORATED
284,2009,122752.88,122752.88,122752.88,2009-07-08,154050959,THE PRESIDIO CORPORATION
285,2009,440047.99,440047.99,440047.99,2009-06-30,786468199,"DLT SOLUTIONS, INC."
286,2009,232254.65,232254.65,232254.65,2009-04-13,831063904,LORAL FEDERAL SYSTEMS COMPANY
287,2009,37202.88,37202.88,37202.88,2009-03-26,799454061,"ENTRUST, INC."
288,2009,54928.0,54928.0,54928.0,2009-01-13,150780674,UNISYS CORPORATION
289,2009,26708604.0,26708604.0,71779368.0,2009-09-30,004649125,BAE SYSTEMS INFORMATION TECHNOLOGY INC.
290,2009,1633132.0,1633132.0,1633132.0,2008-12-24,621599893,A T & T CORP
291,2009,12510.0,12510.0,12510.0,2009-03-11,015287295,"ADVANCED INTERNET TECHNOLOGIES, INC"
292,2009,3000.0,3000.0,3000.0,2009-03-24,879311256,"L-SOFT INTERNATIONAL, INC."
293,2009,27440.47,27440.47,0.0,2009-09-02,022665041,"ELECTROSOFT SERVICES, INC"
294,2009,50472.4,50472.4,50472.4,2009-09-24,090742586,NUCOREVISION INCORPORATED
